设备ID,风机ID,风场ID,记录时间,轮毂额定转速设定值,轮毂最大转速设定值,变桨启动位置设定值,叶片待机位置设定值,叶片1限位位置设定值,叶片2限位位置设定值,叶片3限位位置设定值,叶片工作位置设定值,风向偏置设定值,通风机启动温度设定值,风机功率限制设定值,功率因数设定值,转动模式速度设定值,主轴承油脂泵启动时间间隔,主轴承油脂泵运行周期,偏航轴承油脂泵运行时间间隔,偏航轴承油脂泵运行周期,变桨轴承油脂泵运行时间间隔,变桨轴承油脂泵运行周期,变桨齿轮油脂泵启动间隔时间,PN表格选择,风机软件版本号,总发出的有功电量,总吸收的有功电量,总发出的无功电量,总吸收的无功电量,叶片1总变桨角度,叶片2总变桨角度,叶片3总变桨角度,总解缆转数,总轮毂转动圈数,总偏航次数,系统时间,采样序号,轮毂转速,轮毂角度,叶片1角度,叶片2角度,叶片3角度,变桨电机1电流,变桨电机2电流,变桨电机3电流,超速传感器转速检测值,5秒偏航对风平均值,x方向振动值,y方向振动值,扭缆圈数,液压制动压力,机舱气象站风速,风向绝对值,大气压力,无功功率控制状态,变频器电网侧电流,变频器电网侧电压,变频器电网侧有功功率,变频器电网侧无功功率,变频器发电机侧功率,发电机运行频率,发电机电流,发电机转矩,变频器入口温度,变频器出口温度,变频器入口压力,变频器出口压力,变频器冷却液液位要求,发电机功率限幅值,无功功率设定值,额定的轮毂转速,测风塔环境温度,发电机定子温度1,发电机定子温度2,发电机定子温度3,发电机定子温度4,发电机定子温度5,发电机定子温度6,发电机空气温度1,发电机空气温度2,主轴承温度1,主轴承温度2,轮毂温度,轮毂控制柜温度,机舱温度,机舱控制柜温度,变频器INU温度,变频器ISU温度,变频器INU RMIO温度,扭缆圈数,变桨电机1功率估算,变桨电机2功率估算,变桨电机3功率估算,风机当前状态值,轮毂当前状态值,偏航状态值,偏航要求值,变频器控制状态,无功功率控制状态,变频器状态,IO1,IO2,IO3,IO4,IO5,IO6,IO7,IO8,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,PLC_1,PLC_2,PLC_3,PLC_4,PLC_5,PLC_6,PLC_7,PLC_8,PLC_9,PLC_10,PLC_11,PLC_12,PLC_13,PLC_14,PLC_15,PLC_16,PLC_17,PLC_18,PLC_19,PLC_20,叶片1电池箱温度,叶片2电池箱温度,叶片3电池箱温度,叶片1变桨电机温度,叶片2变桨电机温度,叶片3变桨电机温度,叶片1变频器箱温度,叶片2变频器箱温度,叶片3变频器箱温度,PLC_30,5秒标志位,10秒标志位,30秒标志位,60秒标志位,5分钟标志位,10分钟标志位,30分钟标志位,60分钟标志位 
102,2,1,2019-09-01 00:01:25,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689430,29489,8.05,224,0.02,0.02,0.01,54.47,54.41,54.54,8.14,-24.5,0.01,0.04,0.7,3.3,4.2,251,1,1,167,677,126,0,129,8.17,243,151,34.8,34.5,0,2.4,0,2067.6,0,16.83,22.4,42.5,38.2,36.9,35.3,37.8,37.5,64.1,52.4,60.5,58.3,31.4,36.2,31,30.7,35,35,35,0.651,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,29,29,29,39,42,41,36,36,36,36,True,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:26,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689431,29499,8.06,276,0.02,0.02,0.01,54.54,54.49,54.6,8.13,-24.7,-0.16,0,0.7,3.2,3.9,251,1,1,166,677,132,0,125,7.96,240,159,34.8,34.4,0,2.4,0,2067.6,0,16.83,22.4,39.8,38.1,36.9,36.8,37.8,37.5,64.1,52.4,60.5,58.3,31.4,36.2,31,30.7,35,35,35,0.651,-0.8,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:27,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689432,29509,8.07,330,0.01,0.02,0.01,54.51,54.41,54.53,8.2,-24.9,0.1,0.08,0.7,3.3,4.8,252,1,1,168,677,129,0,135,8.13,265,161,34.5,34.2,0,2.4,0,2067.6,0,16.83,22.3,38.2,38.1,36.9,37.5,37.8,37.4,64.1,52.4,60.5,58.3,31.3,36.2,31,30.7,35,35,35,0.651,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:28,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689433,29519,8.08,24,0.01,0.02,0.01,54.62,54.47,54.64,8.17,-24.4,0,-0.04,0.7,3.2,4.3,252,1,1,171,677,140,0,134,7.99,249,162,34.9,34.5,0,2.4,0,2067.6,0,16.83,22.3,35.6,38.1,36.9,39.5,37.8,37.4,64.1,52.4,60.5,58.3,31.4,36.4,31,30.7,35,35,35,0.651,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:29,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689434,29529,8.11,78,0.01,0.02,0.01,54.54,54.4,54.5,8.2,-24.3,-0.07,-0.03,0.7,3.1,5.6,252,1,1,173,677,141,0,137,8.06,254,164,34.8,34.5,0,2.4,0,2067.6,0,16.83,22.3,35.2,38.1,36.8,39.8,37.8,37.4,64.1,52.4,60.5,58.3,31.4,36.5,31,30.7,35,35,35,0.651,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:30,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689435,29539,8.16,132,0.01,0.02,0.01,54.64,54.5,54.58,8.24,-24,0.12,0.11,0.7,3.3,4.7,256,1,1,174,677,135,0,134,8.12,254,165,34.8,34.7,0,2.4,0,2067.6,0,16.83,22.3,35.2,38.1,36.8,39.8,37.8,37.4,64.1,52.4,60.5,58.3,31.3,36.3,31,30.7,35,35,35,0.661,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,29,29,29,39,42,41,36,36,36,36,True,True,True,False,False,False,False,False,
102,2,1,2019-09-01 00:01:31,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689436,29549,8.24,186,0.01,0.02,0.01,54.58,54.47,54.59,8.29,-24.1,-0.1,-0.09,0.7,3.2,5.4,261,1,1,174,677,143,0,143,8.42,251,166,34.9,34.5,0,2.4,0,2067.6,0,16.83,22.3,34.1,38.1,36.8,41.3,37.8,37.4,64.1,52.4,60.4,58.3,31.4,36.2,31,30.7,35,35,35,0.68,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:32,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689437,29559,8.29,240,0.01,0.02,0.01,54.46,54.45,54.52,8.4,-23.7,-0.02,0.12,0.7,3.3,5.8,258,1,1,177,677,138,0,137,8.1,264,168,34.6,34.7,0,2.4,0,2067.6,0,16.83,22.3,36.2,38.1,36.8,39.8,37.8,37.5,64.1,52.4,60.4,58.3,31.3,36.2,31,30.7,35,35,35,0.667,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:33,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689438,29569,8.36,292,0.01,0.02,0.01,54.64,54.56,54.66,8.43,-22.9,0.09,-0.09,0.7,3.3,5.5,260,1,1,179,677,147,0,146,8.13,261,170,34.8,34.7,0,2.4,0,2067.6,0,16.83,22.3,39.5,38.1,36.8,37.5,37.8,37.5,64.1,52.4,60.4,58.3,31.3,36.1,31,30.7,35,35,35,0.671,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:34,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689439,29580,8.38,352,0.01,0.02,0.01,54.58,54.47,54.63,8.48,-21.4,-0.05,0.13,0.7,3.3,6,260,1,1,179,677,160,0,150,8.3,272,173,34.8,34.7,0,2.4,0,2067.6,0,16.83,22.3,40.4,38.1,36.8,36.5,37.8,37.5,64.1,52.4,60.4,58.3,31.3,36.2,31,30.7,35,35,35,0.673,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:35,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689440,29590,8.42,46,0.01,0.02,0.01,54.64,54.55,54.61,8.45,-18.3,0.04,0.05,0.7,3.4,6.1,258,1,1,185,677,153,0,157,8.41,271,175,34.9,34.6,0,2.4,0,2067.6,0,16.83,22.3,41.9,38.1,36.8,34.4,37.7,37.5,64.1,52.4,60.4,58.3,31.3,36.2,31,30.7,35,35,35,0.67,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,29,29,29,39,42,41,36,36,36,36,True,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:36,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689441,29600,8.49,100,0.01,0.02,0.01,54.64,54.47,54.51,8.58,-15.5,-0.02,-0.06,0.7,3.2,4.7,256,1,1,187,677,152,0,152,8.27,274,177,34.6,34.6,0,2.4,0,2067.6,0,16.83,22.3,43,38.1,36.8,33.1,37.7,37.5,64.1,52.4,60.4,58.3,31.2,36.2,31,30.7,35,35,35,0.665,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:37,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689442,29610,8.54,154,0.01,0.02,0.01,54.55,54.44,54.56,8.67,-12.8,-0.03,0.13,0.7,3.4,5.7,260,1,1,182,676,158,0,149,8.5,278,179,34.6,34.5,0,2.4,0,2067.6,0,16.83,22.3,42.2,38.2,36.8,33.6,37.7,37.5,64.1,52.4,60.4,58.2,31.2,36.2,31,30.7,35,35,35,0.681,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:38,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689443,29620,8.63,206,0.01,0.02,0.01,54.49,54.47,54.51,8.72,-9.8,0.07,-0.11,0.7,3.2,4.2,255,1,1,191,677,161,0,165,8.58,282,182,34.9,34.4,0,2.4,0,2067.6,0,16.83,22.3,43.4,38.2,36.8,33.1,37.8,37.5,64.1,52.4,60.4,58.2,31.1,36.2,31,30.7,35,35,35,0.668,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:39,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689444,29630,8.71,260,0.01,0.02,0.01,54.51,54.44,54.51,8.73,-8.3,-0.02,-0.01,0.7,3.2,6.3,253,1,1,193,677,170,0,171,8.66,296,184,34.9,34.6,0,2.4,0,2067.6,0,16.83,22.3,43.2,38.1,36.8,33.6,37.8,37.5,64.1,52.4,60.4,58.2,31.2,36.2,31,30.7,35,35,35,0.666,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:40,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689445,29640,8.75,314,0.01,0.02,0.01,54.55,54.5,54.62,8.82,-5.5,-0.03,0.12,0.7,3.3,5.5,254,1,1,188,677,162,0,166,8.57,295,187,34.9,34.5,0,2.4,0,2067.6,0,16.83,22.3,39.4,38.1,36.8,37,37.8,37.5,64.1,52.4,60.4,58.2,31,36.2,31,30.7,35,35,35,0.67,0,0,0.7,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,29,30,29,39,42,41,36,36,36,36,True,True,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:41,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689446,29650,8.81,8,0.01,0.02,0.01,54.58,54.5,54.58,8.92,-4.3,0.01,0.01,0.7,3.3,5.1,254,1,1,196,677,172,0,176,8.69,288,190,34.7,34.6,0,2.4,0,2067.6,0,16.83,22.3,38.1,38.2,36.9,38.4,37.8,37.5,64.1,52.4,60.4,58.2,31.2,36.2,31,30.7,35,35,35,0.673,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:42,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689447,29660,8.82,62,0.02,0.02,0.01,54.65,54.56,54.61,8.9,-2.9,-0.02,0.09,0.7,3.3,5.7,252,1,1,194,677,174,0,182,8.67,292,192,34.7,34.6,0,2.4,0,2067.6,0,16.83,22.3,37.5,38.1,36.8,39.9,37.8,37.5,64.1,52.4,60.4,58.2,31,36.2,31,30.7,35,35,35,0.668,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:43,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689448,29670,8.89,116,0.01,0.02,0.01,54.59,54.48,54.62,8.97,-2.1,0.02,0,0.7,3.3,6.4,257,1,1,194,677,174,0,174,8.98,288,194,35,34.7,0,2.4,0,2067.6,0,16.83,22.3,36.1,38.1,36.8,41.8,37.8,37.5,64.1,52.4,60.4,58.2,31,36.2,31,30.7,35,35,35,0.683,-0.5,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:44,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689449,29680,8.96,170,0.01,0.02,0.01,55.03,54.94,55,9.02,-1.4,0,-0.04,0.7,130.8,6.2,259,1,1,201,678,184,0,189,8.95,296,197,35,34.8,0,2.4,0,2067.6,0,16.83,22.2,36.4,38.1,36.8,41.5,37.8,37.5,64.1,52.4,60.4,58.2,31.1,36.2,31,30.7,35,35,35,0.69,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:45,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689450,29690,9.02,222,0.01,0.02,0.01,54.95,54.88,54.96,9.11,-2.4,0.01,0.11,0.7,139.5,6.8,261,1,1,203,677,187,0,192,9.07,321,199,34.9,34.5,0,2.4,0,2067.6,0,16.83,22.2,36.3,38.1,36.8,41.9,37.8,37.5,64.1,52.4,60.4,58.2,31,36.2,31,30.7,35,35,35,0.697,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,29,29,29,39,42,41,36,36,36,36,True,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:46,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689451,29700,9.11,276,0.01,0.02,0.01,54.98,54.91,55,9.18,-1.6,0.01,-0.05,0.7,143.9,6.3,256,1,1,206,677,188,0,194,9.16,313,202,35,34.6,0,2.4,0,2067.6,0,16.83,22.2,35.5,38.1,36.8,42.3,37.8,37.5,64.1,52.4,60.4,58.2,31.1,36.2,31,30.7,35,35,35,0.683,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:47,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689452,29710,9.17,330,0.01,0.02,0.01,54.99,54.93,54.99,9.21,0.3,-0.03,-0.03,0.7,148.3,5.5,253,1,1,207,677,196,0,195,9.11,320,205,34.8,34.4,0,2.4,0,2067.6,0,16.83,22.3,39,38.1,36.8,39.6,37.8,37.5,64.1,52.4,60.4,58.2,31,36.2,31,30.7,35,35,35,0.678,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:48,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689453,29720,9.19,24,0.01,0.02,0.01,55.01,54.86,54.99,9.31,1.3,0,0.1,0.7,151.6,6,250,1,1,212,677,193,0,210,9.22,322,208,34.9,34.7,0,2.4,0,2067.6,0,16.83,22.3,41.8,38.1,36.9,38.4,37.8,37.5,64.1,52.4,60.4,58.2,31,36.2,31,30.7,35,35,35,0.671,0.6,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:49,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689454,29730,9.21,78,0.02,0.02,0.01,55.01,54.91,55.02,9.35,2.6,-0.02,-0.03,0.7,155.2,5.7,248,1,1,217,677,199,0,206,9.38,330,210,34.7,34.6,0,2.4,0,2067.6,0,16.83,22.3,43.3,38.1,36.9,37.5,37.8,37.5,64.1,52.4,60.4,58.3,31.1,36.2,31,30.7,35,35,35,0.667,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:50,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689455,29740,9.28,132,0.01,0.02,0.01,54.57,54.44,54.52,9.39,4.1,0,-0.05,0.7,160.1,4.8,254,1,1,214,672,206,0,202,9.13,327,213,34.6,34.5,0,2.4,0,2067.6,0,16.83,22.3,45.8,38.1,36.9,35.4,37.8,37.5,64.1,52.4,60.4,58.3,31.1,36.2,31,30.7,35,35,35,0.685,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,29,29,29,39,42,41,36,36,36,36,True,True,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:51,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689456,29750,9.32,186,0.01,0.02,0.01,54.59,54.49,54.58,9.38,5.4,0.02,0.09,0.7,164.5,6,254,1,1,220,672,204,0,218,9.42,335,214,34.7,34.5,0,2.4,0,2067.6,0,16.83,22.3,46.3,38.1,36.8,35.5,37.8,37.5,64.1,52.4,60.4,58.3,31,36.2,31,30.7,35,35,35,0.688,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:52,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689457,29760,9.37,238,0.01,0.02,0.01,54.53,54.5,54.61,9.43,5.8,-0.03,-0.06,0.7,170.4,4.5,251,1,1,216,672,204,0,207,9.46,325,216,34.9,34.8,0,2.4,0,2067.6,0,16.83,22.3,46.5,38.1,36.8,35.4,37.8,37.5,64.1,52.4,60.4,58.3,31.1,36.2,31,30.7,35,35,35,0.679,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:01:53,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301720,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094449,115689458,29770,9.39,292,0.01,0.02,0.01,54.58,54.57,54.62,9.49,6,-0.01,-0.02,0.7,175.5,5.9,254,1,1,223,671,220,0,220,9.28,331,218,34.8,34.5,0,2.4,0,2067.6,0,16.83,22.3,47.5,38.1,36.8,34.2,37.7,37.5,64.1,52.4,60.4,58.3,31,36.2,31,30.7,35,35,35,0.69,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,29,29,29,39,42,41,36,36,36,36,False,False,False,False,False,False,False,False,
