设备ID,风机ID,风场ID,记录时间,轮毂额定转速设定值,轮毂最大转速设定值,变桨启动位置设定值,叶片待机位置设定值,叶片1限位位置设定值,叶片2限位位置设定值,叶片3限位位置设定值,叶片工作位置设定值,风向偏置设定值,通风机启动温度设定值,风机功率限制设定值,功率因数设定值,转动模式速度设定值,主轴承油脂泵启动时间间隔,主轴承油脂泵运行周期,偏航轴承油脂泵运行时间间隔,偏航轴承油脂泵运行周期,变桨轴承油脂泵运行时间间隔,变桨轴承油脂泵运行周期,变桨齿轮油脂泵启动间隔时间,PN表格选择,风机软件版本号,总发出的有功电量,总吸收的有功电量,总发出的无功电量,总吸收的无功电量,叶片1总变桨角度,叶片2总变桨角度,叶片3总变桨角度,总解缆转数,总轮毂转动圈数,总偏航次数,系统时间,采样序号,轮毂转速,轮毂角度,叶片1角度,叶片2角度,叶片3角度,变桨电机1电流,变桨电机2电流,变桨电机3电流,超速传感器转速检测值,5秒偏航对风平均值,x方向振动值,y方向振动值,扭缆圈数,液压制动压力,机舱气象站风速,风向绝对值,大气压力,无功功率控制状态,变频器电网侧电流,变频器电网侧电压,变频器电网侧有功功率,变频器电网侧无功功率,变频器发电机侧功率,发电机运行频率,发电机电流,发电机转矩,变频器入口温度,变频器出口温度,变频器入口压力,变频器出口压力,变频器冷却液液位要求,发电机功率限幅值,无功功率设定值,额定的轮毂转速,测风塔环境温度,发电机定子温度1,发电机定子温度2,发电机定子温度3,发电机定子温度4,发电机定子温度5,发电机定子温度6,发电机空气温度1,发电机空气温度2,主轴承温度1,主轴承温度2,轮毂温度,轮毂控制柜温度,机舱温度,机舱控制柜温度,变频器INU温度,变频器ISU温度,变频器INU RMIO温度,扭缆圈数,变桨电机1功率估算,变桨电机2功率估算,变桨电机3功率估算,风机当前状态值,轮毂当前状态值,偏航状态值,偏航要求值,变频器控制状态,无功功率控制状态,变频器状态,IO1,IO2,IO3,IO4,IO5,IO6,IO7,IO8,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,PLC_1,PLC_2,PLC_3,PLC_4,PLC_5,PLC_6,PLC_7,PLC_8,PLC_9,PLC_10,PLC_11,PLC_12,PLC_13,PLC_14,PLC_15,PLC_16,PLC_17,PLC_18,PLC_19,PLC_20,叶片1电池箱温度,叶片2电池箱温度,叶片3电池箱温度,叶片1变桨电机温度,叶片2变桨电机温度,叶片3变桨电机温度,叶片1变频器箱温度,叶片2变频器箱温度,叶片3变频器箱温度,PLC_30,5秒标志位,10秒标志位,30秒标志位,60秒标志位,5分钟标志位,10分钟标志位,30分钟标志位,60分钟标志位 
102,2,1,2019-09-01 00:05:47,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689692,32117,10,112,0.02,0.02,0.01,54.82,54.76,54.82,10.1,-12.5,-0.02,-0.03,0.7,165.5,5.6,240,1,1,255,674,252,0,253,9.95,380,249,37.2,36.9,0.2,2.6,0,2067.6,0,16.83,22.4,37.9,38.2,36.9,37.6,37.8,37.5,64.1,52.4,60.3,58.1,30.6,35.4,31.1,30.8,35,35,35,0.651,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:05:48,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689693,32127,10.02,166,0.02,0.02,0.01,54.82,54.73,54.78,10.14,-12,0.01,0.04,0.7,165.4,4.7,240,1,1,251,669,249,0,259,10.03,396,249,37.3,37.1,0.2,2.6,0,2067.6,0,16.83,22.4,38,38.2,36.9,37.6,37.8,37.5,64,52.4,60.3,58.1,30.5,35.4,31.1,30.8,35,35,35,0.651,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:05:49,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689694,32137,10.05,220,0.02,0.02,0.01,54.83,54.76,54.79,10.13,-11.5,0.02,0.02,0.7,165.4,4.8,240,1,1,255,668,257,0,257,9.92,378,249,37.4,37,0.2,2.6,0,2067.6,0,16.83,22.4,36.8,38.2,36.9,39.1,37.8,37.6,64,52.4,60.4,58.1,30.6,35.6,31.1,30.8,35,35,35,0.651,0,0,0.8,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:05:50,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689695,32147,10.05,274,0.02,0.02,0.01,54.79,54.71,54.74,10.16,-11.4,-0.03,-0.05,0.7,165.2,4,241,1,1,254,674,260,0,263,10.1,381,251,37.4,37.2,0.2,2.6,0,2067.6,0,16.83,22.4,38.4,38.2,37,37.7,37.8,37.5,64.1,52.4,60.4,58.1,30.6,35.5,31.1,30.8,35,35,35,0.651,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,True,True,False,False,False,False,False,False,
102,2,1,2019-09-01 00:05:51,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689696,32157,10.05,328,0.02,0.02,0.01,54.85,54.73,54.79,10.14,-11.9,0.02,0.1,0.7,165.2,5.7,241,1,1,256,674,254,0,261,10.14,384,252,37.4,37.1,0.2,2.6,0,2067.6,0,16.83,22.4,39.4,38.2,36.9,36.7,37.8,37.5,64.1,52.4,60.4,58.2,30.6,35.6,31.1,30.8,35,35,35,0.651,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:05:52,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689697,32167,10.05,20,0.02,0.02,0.01,54.86,54.75,54.77,10.14,-12.6,-0.07,-0.01,0.7,165.1,6.3,241,1,1,258,674,268,0,263,10.12,391,253,37.6,37,0.2,2.6,0,2067.6,0,16.83,22.4,39.5,38.2,37,36.5,37.8,37.6,64.1,52.4,60.4,58.2,30.6,35.6,31.1,30.8,35,35,35,0.65,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:05:53,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689698,32177,10.13,74,0.02,0.02,0.01,54.86,54.76,54.78,10.14,-14.5,0.02,0.01,0.7,165.1,3.8,242,1,1,267,662,262,0,270,10.22,398,254,37.4,37.2,0.2,2.6,0,2067.6,0,16.83,22.4,41.1,38.2,37,35.6,37.8,37.6,64.1,52.4,60.4,58.2,30.5,35.5,31.1,30.8,35,35,35,0.651,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:05:54,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689699,32187,10.14,128,0.02,0.02,0.01,54.88,54.73,54.84,10.24,-15.4,-0.01,0.04,0.7,165.1,6.9,242,1,1,258,673,270,0,268,10.19,394,255,37.8,37.3,0.2,2.6,0,2067.6,0,16.83,22.4,41.2,38.2,36.9,35.9,37.8,37.6,64.1,52.4,60.3,58.2,30.6,35.6,31.1,30.8,35,35,35,0.651,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:05:55,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689700,32197,10.18,182,0.02,0.02,0.01,54.85,54.77,54.83,10.31,-15.2,0,0.03,0.7,165,5.9,242,1,1,259,682,271,0,286,10.22,391,257,37.7,37.4,0.2,2.6,0,2067.6,0,16.83,22.4,39.1,38.2,36.9,36.2,37.8,37.6,64,52.4,60.3,58.2,30.5,35.6,31.1,30.8,35,35,35,0.651,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,29,29,29,39,42,41,35,35,36,36,True,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:05:56,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689701,32207,10.21,236,0.02,0.02,0.01,54.85,54.76,54.81,10.32,-15.5,-0.02,0,0.7,164.9,5.4,243,1,1,262,682,269,0,275,10.16,404,257,37.8,37.3,0.2,2.6,0,2067.6,0,16.83,22.4,41.1,38.2,36.9,35.7,37.8,37.6,64.1,52.4,60.3,58.2,30.6,35.6,31.1,30.8,35,35,35,0.651,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,30,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:05:57,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689702,32217,10.19,290,0.02,0.02,0.01,54.87,54.72,54.79,10.3,-15.6,0.01,0.05,0.7,164.7,6.6,243,1,1,269,681,279,0,288,10.26,398,260,37.8,37.4,0.2,2.6,0,2067.6,0,16.83,22.4,41.4,38.2,37,36.8,37.8,37.7,64.1,52.4,60.3,58.2,30.5,35.7,31.1,30.8,35,35,35,0.651,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:05:58,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689703,32227,10.23,344,0.02,0.02,0.01,54.83,54.75,54.78,10.36,-15.1,-0.04,-0.02,0.7,164.7,7.7,243,1,1,267,673,278,0,280,10.11,397,260,37.8,37.4,0.2,2.6,0,2067.6,0,16.83,22.4,40.7,38.2,36.9,37.5,37.8,37.6,64,52.4,60.3,58.2,30.6,35.7,31.1,30.8,35,35,35,0.651,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:05:59,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689704,32237,10.28,36,0.02,0.02,0.01,54.83,54.78,54.76,10.38,-13,0.01,-0.01,0.7,164.7,5.6,243,1,1,272,672,269,0,276,10.23,404,262,37.7,37.1,0.2,2.6,0,2067.6,0,16.83,22.4,40.3,38.2,36.9,36.7,37.7,37.6,64,52.4,60.3,58.2,30.5,35.5,31.1,30.8,35,35,35,0.651,-0.7,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:06:00,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689705,32247,10.31,90,0.02,0.02,0.01,54.84,54.74,54.81,10.38,-9.2,0,0.03,0.7,164.7,5,242,1,1,271,672,275,0,289,10.36,419,263,37.7,37.3,0.2,2.6,0,2067.6,0,16.83,22.4,39.3,38.2,36.9,37.2,37.7,37.6,64,52.4,60.3,58.2,30.5,35.5,31.1,30.8,35,35,35,0.651,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,True,True,True,True,False,False,False,False,
102,2,1,2019-09-01 00:06:01,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689706,32257,10.33,144,0.02,0.02,0.01,54.84,54.74,54.82,10.45,-6.5,0,0,0.7,164.7,5.9,241,1,1,269,672,280,0,273,10.33,406,265,37.5,37.1,0.2,2.6,0,2067.6,0,16.83,22.4,38.2,38.2,36.9,37.7,37.7,37.7,64.1,52.4,60.3,58.2,30.5,35.5,31.1,30.8,35,35,35,0.651,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:06:02,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689707,32267,10.31,198,0.02,0.02,0.01,54.84,54.75,54.79,10.43,-6.2,0,0,0.7,164.5,5.9,241,1,1,272,672,273,0,283,10.38,409,264,37.8,37.3,0.2,2.6,0,2067.6,0,16.83,22.4,38.7,38.2,36.9,36.9,37.7,37.6,64.1,52.4,60.3,58.2,30.6,35.5,31.1,30.8,35,35,35,0.651,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:06:03,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689708,32277,10.28,252,0.02,0.02,0.01,54.87,54.71,54.83,10.42,-6.9,0.02,0.03,0.7,164.5,5.5,241,1,1,273,671,287,0,289,10.36,404,266,37.6,37.3,0.2,2.6,0,2067.6,0,16.83,22.4,37.8,38.2,36.9,38,37.7,37.6,64,52.4,60.3,58.2,30.5,35.6,31.1,30.8,35,35,35,0.651,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,100,2019-09-01 00:06:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2,100,2019-09-01 00:06:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2,100,2019-09-01 00:06:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2,100,2019-09-01 00:06:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2,1,2019-09-01 00:06:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:06:09,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689714,32337,10.21,214,0.02,0.02,0.01,55.02,54.89,54.95,10.33,1.5,0.06,0.05,0.7,164.1,6.2,238,1,1,267,673,270,0,281,10.28,402,262,37.5,37.3,0.2,2.6,0,2067.6,0,16.83,22.4,39.9,38.2,36.9,38.3,37.8,37.6,64.1,52.4,60.3,58.2,30.5,35.5,31.2,30.8,35,35,35,0.651,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:06:10,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689715,32347,10.15,268,0.02,0.02,0.01,55.06,54.94,55,10.29,2.4,-0.07,-0.03,0.7,164.1,6.5,238,1,1,265,672,272,0,270,10.19,402,261,37.5,37.3,0.2,2.6,0,2067.6,0,16.83,22.4,40.3,38.2,36.9,37.9,37.8,37.6,64.1,52.4,60.3,58.2,30.5,35.6,31.2,30.8,35,35,35,0.65,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,29,29,29,39,42,41,35,35,36,36,True,True,False,False,False,False,False,False,
102,2,1,2019-09-01 00:06:11,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689716,32357,10.17,322,0.02,0.02,0.01,55.1,54.97,54.98,10.24,2,-0.03,0.06,0.7,164.2,5.4,238,1,1,266,672,277,0,283,10.25,400,259,37.8,37.5,0.2,2.6,0,2067.6,0,16.83,22.5,40.3,38.2,36.9,38.1,37.8,37.6,64.1,52.4,60.3,58.2,30.6,35.6,31.2,30.8,35,35,35,0.65,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:06:12,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689717,32368,10.16,20,0.02,0.02,0.01,55.08,55.01,55.02,10.26,2.4,0.05,-0.02,0.7,164.3,5.5,237,1,1,264,672,264,0,274,10.09,399,258,37.8,37.5,0.2,2.6,0,2067.6,0,16.83,22.4,38.5,38.2,36.9,39,37.9,37.6,64.1,52.4,60.3,58.2,30.6,35.5,31.2,30.8,35,35,35,0.65,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:06:13,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689718,32378,10.11,74,0.02,0.02,0.01,55.07,54.99,55.09,10.26,4.6,-0.09,0.03,0.7,164.1,5.8,237,1,1,260,671,271,0,266,9.96,391,257,37.4,37.3,0.2,2.6,0,2067.6,0,16.83,22.4,39.2,38.2,36.8,38.8,37.9,37.5,64.1,52.4,60.3,58.2,30.6,35.5,31.2,30.8,35,35,35,0.65,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:06:14,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689719,32388,10.07,128,0.02,0.02,0.01,55.17,55.02,55.12,10.18,5.3,0.05,0.05,0.7,164.1,6.1,236,1,1,262,672,267,0,262,10,391,255,37.5,37.3,0.2,2.6,0,2067.6,0,16.83,22.4,38.7,38.2,36.8,39,37.9,37.5,64.1,52.4,60.3,58.2,30.7,35.6,31.2,30.8,35,35,35,0.65,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:06:15,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689720,32398,10.04,182,0.02,0.02,0.01,55.32,55.18,55.17,10.16,5,-0.03,-0.01,0.7,163.9,5,236,1,1,259,671,256,0,265,10.05,387,255,37.9,37.5,0.2,2.6,0,2067.6,0,16.83,22.4,36.6,38.2,36.8,39.7,38,37.5,64.1,52.4,60.3,58.2,30.7,35.6,31.2,30.8,35,35,35,0.65,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,29,29,29,39,42,41,35,35,36,36,True,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:06:16,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689721,32408,10.03,236,0.02,0.02,0.01,55.21,55.08,55.14,10.15,4.9,-0.02,0,0.7,163.9,6.8,236,1,1,259,671,263,0,257,9.97,388,253,37.7,37.4,0.2,2.6,0,2067.6,0,16.83,22.4,37.4,38.2,36.8,39.2,37.9,37.5,64.1,52.4,60.3,58.2,30.7,35.5,31.2,30.8,35,35,35,0.65,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:06:17,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689722,32418,10.04,290,0.02,0.02,0.01,55.28,55.2,55.17,10.13,7,0.01,0.02,0.7,163.9,4.9,235,1,1,259,671,259,0,263,10.04,394,252,37.8,37.5,0.2,2.6,0,2067.6,0,16.83,22.4,37.7,38.2,36.8,38.8,37.9,37.5,64.1,52.4,60.3,58.2,30.7,35.6,31.2,30.8,35,35,35,0.651,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:06:18,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301750,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094450,115689723,32428,10.01,342,0.02,0.02,0.01,55.41,55.29,55.25,10.13,7.4,0,-0.02,0.7,163.9,4.5,235,1,1,255,671,259,0,257,9.95,395,251,37.6,37.3,0.2,2.6,0,2067.6,0,16.83,22.4,37.2,38.2,36.7,39.2,37.9,37.6,64.1,52.4,60.3,58.2,30.7,35.5,31.2,30.8,35,35,35,0.65,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
